;purchdate;amount;mcc;mrchcity;mrchname;cnum;store_name;merchant_name;category_x;cnum_;categorycode;gender;age;married_;residenttype;category_y;description
48076257;2019-12-16 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNTB;Vendex;T1D81N;Fast Food;ELHNTB;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
50648737;2019-10-26 00:00:00;70.0;5814;SANKT-PETERBU;T1D81N;ELBJIL;Vendex;T1D81N;Fast Food;ELBJIL;50;F;57;married;R;50;Corporate customer employee/ payroll scheme
26021514;2019-12-17 00:00:00;37.0;5814;SANKT-PETERBU;T1D81N;9FYFSO;Vendex;T1D81N;Fast Food;9FYFSO;50;F;30;not_married;R;50;Corporate customer employee/ payroll scheme
29285335;2019-11-16 00:00:00;111.96;5411;SANKT-PETERBU;6 KA7ZXT;E4DOY6;7 шагов;6 KA7ZXT;Supermarkets;E4DOY6;50;F;21;not_married;R;50;Corporate customer employee/ payroll scheme
16615751;2019-09-19 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;7DFNCX;Vendex;T1D81N;Fast Food;7DFNCX;50;F;42;not_married;R;50;Corporate customer employee/ payroll scheme
27483623;2019-10-18 00:00:00;399.93;5411;SANKT-PETERBU;6 KA7ZXT;1SDCYY;7 шагов;6 KA7ZXT;Supermarkets;1SDCYY;50;M;44;married;R;50;Corporate customer employee/ payroll scheme
43256527;2019-12-11 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;QQTJTN;Vendex;T1D81N;Fast Food;QQTJTN;50;F;49;not_married;R;50;Corporate customer employee/ payroll scheme
16252754;2019-11-19 00:00:00;2850.0;5812;MOSCOW;J1KEXJ7D KOJXT7JDO7;4OYODX;Сыроварня;J1KEXJ7D KOJXT7JDO7;Restaurants;4OYODX;81;M;38;married;R;81;Affluent Banking payroll customer
25147949;2019-12-03 00:00:00;2190.0;5812;NOVOSIBIRSK;KTXO7 3XCW7D4O7;EERPLO;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;EERPLO;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
41831153;2019-12-12 00:00:00;100.0;5814;SANKT-PETERBU;T1D81N;E4LSB8;Vendex;T1D81N;Fast Food;E4LSB8;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
15299450;2019-11-25 00:00:00;606.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;JLMTQP;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;JLMTQP;70;F;46;not_married;R;70;Regular retail banking customer
50855760;2019-10-27 00:00:00;27.98;5411;SANKT-PETERBU;6 KA7ZXT;NLQLNL;7 шагов;6 KA7ZXT;Supermarkets;NLQLNL;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
49807236;2019-09-28 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;VYOYHO;Vendex;T1D81N;Fast Food;VYOYHO;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
49924271;2019-12-13 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;7XSXGN;Vendex;T1D81N;Fast Food;7XSXGN;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
28056120;2019-10-11 00:00:00;235.0;5814;MOSKVA;IX991 WX4DE;E44HLQ;Кофе Поинт;IX991 WX4DE;Fast Food;E44HLQ;50;F;26;not_married;R;50;Corporate customer employee/ payroll scheme
24038997;2019-10-03 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELHNB1;Vendex;T1D81N;Fast Food;ELHNB1;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
30179905;2019-10-14 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;EL8QMH;Vendex;T1D81N;Fast Food;EL8QMH;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
63723457;2019-11-21 00:00:00;75.0;5814;SANKT-PETERBU;T1D81N;LQPPRR;Vendex;T1D81N;Fast Food;LQPPRR;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
22279365;2019-10-21 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ELAIBD;Vendex;T1D81N;Fast Food;ELAIBD;50;M;27;married;R;50;Corporate customer employee/ payroll scheme
58893814;2019-10-14 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;0DNCHS;Vendex;T1D81N;Fast Food;0DNCHS;50;M;39;married;R;50;Corporate customer employee/ payroll scheme
47752066;2019-10-22 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;PTMKNK;Vendex;T1D81N;Fast Food;PTMKNK;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
59765582;2019-12-17 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELADKV;Vendex;T1D81N;Fast Food;ELADKV;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
56108248;2019-11-15 00:00:00;75.0;5814;KOMMUNAR;T1D81N;ELFBVY;Vendex;T1D81N;Fast Food;ELFBVY;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
6349781;2019-11-30 00:00:00;120.0;5812;MOSCOW;J-D KOJXT7JDO7;QRQITM;Сыроварня;J-D KOJXT7JDO7;Restaurants;QRQITM;70;M;48;married;R;70;Regular retail banking customer
13915269;2019-11-29 00:00:00;215.0;5814;MOSKVA;IX9911 WX4DE;ZONHNG;Кофе Поинт;IX9911 WX4DE;Fast Food;ZONHNG;50;F;31;not_married;R;50;Corporate customer employee/ payroll scheme
52897251;2019-09-30 00:00:00;87.45;5411;ROSTOV NA DON;C1EJX KEXJ1 MVB5;EEUYRS;Метро Стор 1024;C1EJX KEXJ1 MVB5;Supermarkets;EEUYRS;50;F;36;married;R;50;Corporate customer employee/ payroll scheme
1001880;2019-10-30 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;ELDJS6;Vendex;T1D81N;Fast Food;ELDJS6;81;M;45;not_married;R;81;Affluent Banking payroll customer
53338661;2019-12-11 00:00:00;873.26;5411;SANKT-PETERBU;6 KA7ZXT;E4N2NB;7 шагов;6 KA7ZXT;Supermarkets;E4N2NB;50;M;24;not_married;R;50;Corporate customer employee/ payroll scheme
40288737;2019-12-10 00:00:00;139.96;5411;SANKT-PETERBU;6 KA7ZXT;EETENN;7 шагов;6 KA7ZXT;Supermarkets;EETENN;50;M;45;not_married;R;50;Corporate customer employee/ payroll scheme
34222240;2019-11-03 00:00:00;33.0;5814;SANKT-PETERBU;T1D81N;ELN9VG;Vendex;T1D81N;Fast Food;ELN9VG;50;M;38;married;R;50;Corporate customer employee/ payroll scheme
21015517;2019-11-03 00:00:00;105.99;5411;SANKT-PETERBU;6 KA7ZXT;ELTRN9;7 шагов;6 KA7ZXT;Supermarkets;ELTRN9;50;M;24;not_married;R;50;Corporate customer employee/ payroll scheme
54399267;2019-11-15 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4FJ0K;Vendex;T1D81N;Fast Food;E4FJ0K;50;M;41;not_married;R;50;Corporate customer employee/ payroll scheme
50882078;2019-10-20 00:00:00;669.91;5411;SANKT-PETERBU;6 KA7ZXT;EEQ7RH;7 шагов;6 KA7ZXT;Supermarkets;EEQ7RH;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
12122662;2019-11-08 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELSGGR;Vendex;T1D81N;Fast Food;ELSGGR;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
35526300;2019-11-01 00:00:00;1584.0;5331;SANKT-PETERBU;0XHKAX4 ZXKE4DO 8TXJ;ELZDFY;Большой гостиный двор;0XHKAX4 ZXKE4DO 8TXJ;Supermarkets;ELZDFY;50;F;46;not_married;R;50;Corporate customer employee/ payroll scheme
26423783;2019-12-03 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;ELHNT4;Vendex;T1D81N;Fast Food;ELHNT4;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
1735239;2019-10-16 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;RFHDFX;Vendex;T1D81N;Fast Food;RFHDFX;50;M;34;married;R;50;Corporate customer employee/ payroll scheme
49801054;2019-09-25 00:00:00;49.0;5814;SANKT-PETERBU;T1D81N;ELDY06;Vendex;T1D81N;Fast Food;ELDY06;50;M;31;married;R;50;Corporate customer employee/ payroll scheme
19692630;2019-12-11 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;E4DZNE;Vendex;T1D81N;Fast Food;E4DZNE;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
14901808;2019-09-24 00:00:00;145.0;5814;MOSKVA;IX9911 WX4DE;ELS9GJ;Кофе Поинт;IX9911 WX4DE;Fast Food;ELS9GJ;81;M;44;married;R;81;Affluent Banking payroll customer
57497412;2019-09-26 00:00:00;46.0;5814;SANKT-PETERBU;T1D81N;ELSOX9;Vendex;T1D81N;Fast Food;ELSOX9;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
18335828;2019-11-19 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;9SYHDD;Vendex;T1D81N;Fast Food;9SYHDD;50;M;41;not_married;R;50;Corporate customer employee/ payroll scheme
39077726;2019-12-02 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;VOSXGD;Vendex;T1D81N;Fast Food;VOSXGD;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
48822284;2019-11-13 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELHS1Q;Vendex;T1D81N;Fast Food;ELHS1Q;50;M;36;married;R;50;Corporate customer employee/ payroll scheme
21944037;2019-12-02 00:00:00;110.0;5814;MOSKVA;IX9911 WX4DE;PSDYNH;Кофе Поинт;IX9911 WX4DE;Fast Food;PSDYNH;70;F;30;married;R;70;Regular retail banking customer
43500644;2019-12-07 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELPPV5;Vendex;T1D81N;Fast Food;ELPPV5;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
19788176;2019-11-25 00:00:00;40.0;5814;TOSNO;T1D81N;JMRQJJ;Vendex;T1D81N;Fast Food;JMRQJJ;50;M;45;married;R;50;Corporate customer employee/ payroll scheme
52772729;2019-11-07 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;E4PEUL;Vendex;T1D81N;Fast Food;E4PEUL;50;M;35;married;R;50;Corporate customer employee/ payroll scheme
31328;2019-11-01 00:00:00;445.0;5814;MOSKVA;3AH10 D7KLKIADO4O;RPTLQK;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;RPTLQK;81;M;35;married;R;81;Affluent Banking payroll customer
54343406;2019-12-04 00:00:00;28.0;5814;SANKT-PETERBU;T1D81N;ELU4R0;Vendex;T1D81N;Fast Food;ELU4R0;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
46954827;2019-12-03 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;8OYHHH;Vendex;T1D81N;Fast Food;8OYHHH;50;M;32;not_married;N;50;Corporate customer employee/ payroll scheme
21893076;2019-10-22 00:00:00;80.0;5814;MOSKVA;IX9911 WX4DE;IDONOF;Кофе Поинт;IX9911 WX4DE;Fast Food;IDONOF;50;F;30;not_married;R;50;Corporate customer employee/ payroll scheme
4269278;2019-11-16 00:00:00;6620.07;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;ELHD22;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;ELHD22;81;M;46;married;R;81;Affluent Banking payroll customer
50480381;2019-11-05 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;0DNCHH;Vendex;T1D81N;Fast Food;0DNCHH;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
47911933;2019-11-06 00:00:00;1516.0;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;LKRMRN;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;LKRMRN;50;M;63;married;R;50;Corporate customer employee/ payroll scheme
35656899;2019-10-01 00:00:00;1985.0;5812;MOSCOW;3791 73781C4O7;TPPIRL;Академия;3791 73781C4O7;Restaurants;TPPIRL;80;F;44;not_married;R;80;Affluent Banking regular customer
32838557;2019-11-21 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;ELSHMR;Vendex;T1D81N;Fast Food;ELSHMR;50;M;30;not_married;R;50;Corporate customer employee/ payroll scheme
20574428;2019-10-16 00:00:00;99.0;5411;SANKT-PETERBU;KLW1JC7J31E H1D8;EL109L;Супермаркет Ленд;KLW1JC7J31E H1D8;Supermarkets;EL109L;50;M;43;not_married;R;50;Corporate customer employee/ payroll scheme
2255342;2019-11-23 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;ANOGSX;Vendex;T1D81N;Fast Food;ANOGSX;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
46502729;2019-10-14 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELY1TK;Vendex;T1D81N;Fast Food;ELY1TK;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
55078654;2019-11-21 00:00:00;85.0;5814;SANKT-PETERBU;T1D81N;EE8BAJ;Vendex;T1D81N;Fast Food;EE8BAJ;50;M;29;married;R;50;Corporate customer employee/ payroll scheme
19080106;2019-10-02 00:00:00;45.0;5814;MOSKVA - 45-2;IX991 WX4DE;8ELHTL;Кофе Поинт;IX991 WX4DE;Fast Food;8ELHTL;85;F;36;not_married;N;85;Premium Direct Payroll Customer
48906567;2019-09-24 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;INRKPN;Vendex;T1D81N;Fast Food;INRKPN;50;M;41;married;R;50;Corporate customer employee/ payroll scheme
60546101;2019-11-11 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELN520;Vendex;T1D81N;Fast Food;ELN520;50;M;25;married;R;50;Corporate customer employee/ payroll scheme
21297748;2019-11-07 00:00:00;350.0;5812;MOSCOW;"3791-W4221J47 ""73781C47""";EERG9X;Академия;"3791-W4221J47 ""73781C47""";Restaurants;EERG9X;50;F;28;not_married;R;50;Corporate customer employee/ payroll scheme
55367305;2019-11-29 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;ELHNAR;Vendex;T1D81N;Fast Food;ELHNAR;50;M;37;married;R;50;Corporate customer employee/ payroll scheme
59095673;2019-12-10 00:00:00;637.28;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;EEAYVG;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;EEAYVG;50;F;37;married;R;50;Corporate customer employee/ payroll scheme
63059469;2019-12-09 00:00:00;1614.37;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;E4BSCY;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;E4BSCY;50;F;51;not_married;R;50;Corporate customer employee/ payroll scheme
27550627;2019-11-19 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELJ42N;Vendex;T1D81N;Fast Food;ELJ42N;50;M;30;married;R;50;Corporate customer employee/ payroll scheme
12870002;2019-12-05 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELSOHX;Vendex;T1D81N;Fast Food;ELSOHX;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
21727253;2019-11-19 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ELRCSZ;Vendex;T1D81N;Fast Food;ELRCSZ;50;F;29;not_married;R;50;Corporate customer employee/ payroll scheme
49305020;2019-10-16 00:00:00;95.0;5814;MOSKVA - 45-2;IX991 WX4DE;LTJNMK;Кофе Поинт;IX991 WX4DE;Fast Food;LTJNMK;50;M;37;not_married;R;50;Corporate customer employee/ payroll scheme
54324703;2019-09-25 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;ELV2IC;Vendex;T1D81N;Fast Food;ELV2IC;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
3650212;2019-10-17 00:00:00;45.0;5814;SANKT-PETERBU;T1D81N;EEB28S;Vendex;T1D81N;Fast Food;EEB28S;70;F;30;not_married;R;70;Regular retail banking customer
23587365;2019-11-30 00:00:00;5.0;5814;SANKT-PETERBU;T1D81N;EL669Y;Vendex;T1D81N;Fast Food;EL669Y;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
26973707;2019-11-13 00:00:00;89.1;5411;MOSCOW;C1EJX KEXJ1 MQMP;AFSCFD;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;AFSCFD;50;F;39;married;R;50;Corporate customer employee/ payroll scheme
3346955;2019-11-27 00:00:00;39.0;5814;SANKT-PETERBU;T1D81N;EEAJDF;Vendex;T1D81N;Fast Food;EEAJDF;50;M;35;not_married;R;50;Corporate customer employee/ payroll scheme
41344662;2019-12-18 00:00:00;1040.0;5814;Moscow;LWK481 8XUD I731;JMPJIQ;Upside Down Cake;LWK481 8XUD I731;Fast Food;JMPJIQ;81;F;55;married;R;81;Affluent Banking payroll customer
44463233;2019-12-09 00:00:00;46.0;5814;SANKT-PETERBU;T1D81N;ISFXOX;Vendex;T1D81N;Fast Food;ISFXOX;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
17083168;2019-11-11 00:00:00;925.0;5812;CHELYABINSK;KTXO7 3XCW7D4O7;ELERQV;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;ELERQV;50;F;32;not_married;R;50;Corporate customer employee/ payroll scheme
35857986;2019-09-23 00:00:00;70.0;5814;SANKT-PETERBU;T1D81N;ELXIED;Vendex;T1D81N;Fast Food;ELXIED;50;F;28;not_married;R;50;Corporate customer employee/ payroll scheme
23652662;2019-12-13 00:00:00;160.0;5814;MOSKVA;IX9911 WX4DE;EL90AG;Кофе Поинт;IX9911 WX4DE;Fast Food;EL90AG;50;F;23;not_married;R;50;Corporate customer employee/ payroll scheme
30029589;2019-11-16 00:00:00;40.0;5814;SANKT-PETERBU;T1D81N;E44LUP;Vendex;T1D81N;Fast Food;E44LUP;50;F;33;not_married;R;50;Corporate customer employee/ payroll scheme
31580351;2019-11-13 00:00:00;55.0;5814;SANKT-PETERBU;T1D81N;ELHDIQ;Vendex;T1D81N;Fast Food;ELHDIQ;50;M;28;married;R;50;Corporate customer employee/ payroll scheme
67320325;2019-11-26 00:00:00;37.0;5814;SANKT-PETERBU;T1D81N;E4OU5B;Vendex;T1D81N;Fast Food;E4OU5B;70;M;30;not_married;R;70;Regular retail banking customer
57286050;2019-10-07 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELQTTN;Vendex;T1D81N;Fast Food;ELQTTN;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
6582162;2019-12-13 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;QMRPLN;Vendex;T1D81N;Fast Food;QMRPLN;85;M;32;not_married;R;85;Premium Direct Payroll Customer
24028298;2019-10-17 00:00:00;52.0;5814;SANKT-PETERBU;T1D81N;ELHNTO;Vendex;T1D81N;Fast Food;ELHNTO;50;M;36;not_married;R;50;Corporate customer employee/ payroll scheme
43978000;2019-10-25 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ASNNGO;Vendex;T1D81N;Fast Food;ASNNGO;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
2856219;2019-11-21 00:00:00;255.0;5814;MOSKVA;3AH10 D7KLKIADO4O;IIRNIM;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;IIRNIM;81;F;46;married;R;81;Affluent Banking payroll customer
55367009;2019-12-05 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;E4ATTG;Vendex;T1D81N;Fast Food;E4ATTG;50;F;58;not_married;R;50;Corporate customer employee/ payroll scheme
36246680;2019-09-22 00:00:00;1864.5;5411;EKATERINBURG;C1EJX KEXJ1 MVFG;EE8I1U;Метро Стор 1065;C1EJX KEXJ1 MVFG;Supermarkets;EE8I1U;50;M;44;married;R;50;Corporate customer employee/ payroll scheme
28809752;2019-11-08 00:00:00;983.14;5411;SANKT-PETERBU;6 KA7ZXT;KOHFGD;7 шагов;6 KA7ZXT;Supermarkets;KOHFGD;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
32592015;2019-10-07 00:00:00;1490.71;5411;MOSCOW;C1EJX KEXJ1 MQMP;MMTRIT;Метро Стор 1318;C1EJX KEXJ1 MQMP;Supermarkets;MMTRIT;50;M;44;married;R;50;Corporate customer employee/ payroll scheme
24224162;2019-11-20 00:00:00;37.0;5814;SANKT-PETERBU;T1D81N;NRRMQN;Vendex;T1D81N;Fast Food;NRRMQN;81;M;50;married;R;81;Affluent Banking payroll customer
11353886;2019-12-10 00:00:00;16.0;5814;SANKT-PETERBU;T1D81N;AFHYSC;Vendex;T1D81N;Fast Food;AFHYSC;50;M;33;married;R;50;Corporate customer employee/ payroll scheme
62426282;2019-09-30 00:00:00;119.98;5411;SANKT-PETERBU;6 KA7ZXT;ELEY4V;7 шагов;6 KA7ZXT;Supermarkets;ELEY4V;50;F;55;not_married;R;50;Corporate customer employee/ payroll scheme
7737619;2019-09-19 00:00:00;2337.29;5411;NIZH NOVGOROD;C1EJX KEXJ1 MVBM;IQLTPT;Метро Стор 1021;C1EJX KEXJ1 MVBM;Supermarkets;IQLTPT;50;F;38;not_married;R;50;Corporate customer employee/ payroll scheme
55812154;2019-10-18 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;EL1DCT;Vendex;T1D81N;Fast Food;EL1DCT;50;M;25;not_married;R;50;Corporate customer employee/ payroll scheme
41373387;2019-10-11 00:00:00;50.0;5814;MOSKVA;IX9911 WX4DE;LITQNM;Кофе Поинт;IX9911 WX4DE;Fast Food;LITQNM;70;M;41;married;R;70;Regular retail banking customer
41581247;2019-12-08 00:00:00;19.0;5814;SANKT-PETERBU;T1D81N;TQIQPM;Vendex;T1D81N;Fast Food;TQIQPM;50;M;42;married;R;50;Corporate customer employee/ payroll scheme
25875052;2019-12-01 00:00:00;65.0;5814;SANKT-PETERBU;T1D81N;E46L7D;Vendex;T1D81N;Fast Food;E46L7D;70;M;42;not_married;R;70;Regular retail banking customer
54335314;2019-11-11 00:00:00;295.0;5814;MOSKVA;IX9911 WX4DE;RRPRRI;Кофе Поинт;IX9911 WX4DE;Fast Food;RRPRRI;81;M;47;married;R;81;Affluent Banking payroll customer
1844648;2019-11-06 00:00:00;50.0;5814;MOSKVA;IX9911 WX4DE;KXHSYD;Кофе Поинт;IX9911 WX4DE;Fast Food;KXHSYD;70;F;44;married;R;70;Regular retail banking customer
21399296;2019-10-25 00:00:00;120.0;5814;MOSKVA;IX9911 WX4DE;MNILPK;Кофе Поинт;IX9911 WX4DE;Fast Food;MNILPK;81;M;46;married;R;81;Affluent Banking payroll customer
26387657;2019-11-05 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;QXNXNG;Vendex;T1D81N;Fast Food;QXNXNG;50;M;32;not_married;R;50;Corporate customer employee/ payroll scheme
49973011;2019-12-09 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;E4HB1P;Vendex;T1D81N;Fast Food;E4HB1P;50;M;39;not_married;R;50;Corporate customer employee/ payroll scheme
44739217;2019-12-02 00:00:00;23.0;5814;SANKT-PETERBU;T1D81N;KODYXH;Vendex;T1D81N;Fast Food;KODYXH;50;M;29;not_married;R;50;Corporate customer employee/ payroll scheme
411573;2019-11-15 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ELHS6O;Vendex;T1D81N;Fast Food;ELHS6O;81;M;38;married;R;81;Affluent Banking payroll customer
62444060;2019-09-16 00:00:00;102.96;5411;SANKT-PETERBU;6 KA7ZXT;E4UDXG;7 шагов;6 KA7ZXT;Supermarkets;E4UDXG;50;F;39;not_married;R;50;Corporate customer employee/ payroll scheme
36088063;2019-11-20 00:00:00;35.0;5814;SANKT-PETERBU;T1D81N;ELSHRH;Vendex;T1D81N;Fast Food;ELSHRH;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
40410470;2019-12-09 00:00:00;30.0;5814;SANKT-PETERBU;T1D81N;E44X67;Vendex;T1D81N;Fast Food;E44X67;70;F;47;not_married;R;70;Regular retail banking customer
54343438;2019-09-25 00:00:00;25.0;5814;SANKT-PETERBU;T1D81N;ELU4R0;Vendex;T1D81N;Fast Food;ELU4R0;50;M;38;not_married;R;50;Corporate customer employee/ payroll scheme
34388558;2019-11-06 00:00:00;50.0;5814;SANKT-PETERBU;T1D81N;ELT295;Vendex;T1D81N;Fast Food;ELT295;50;M;31;not_married;R;50;Corporate customer employee/ payroll scheme
39820078;2019-11-03 00:00:00;198.87;5411;SANKT-PETERBU;6 KA7ZXT;8CGNSF;7 шагов;6 KA7ZXT;Supermarkets;8CGNSF;50;F;48;not_married;R;50;Corporate customer employee/ payroll scheme
54122677;2019-10-11 00:00:00;225.0;5814;MOSKVA;IX9911 WX4DE;8EEB5Y;Кофе Поинт;IX9911 WX4DE;Fast Food;8EEB5Y;50;M;48;married;N;50;Corporate customer employee/ payroll scheme
18384833;2019-11-25 00:00:00;265.0;5814;MOSKVA;IX991 WX4DE;1CGDHY;Кофе Поинт;IX991 WX4DE;Fast Food;1CGDHY;70;M;39;married;R;70;Regular retail banking customer
37496937;2019-10-08 00:00:00;910.0;5812;MOSCOW;"3791-W4221J47 ""73781C4";UOFOXO;Академия;"3791-W4221J47 ""73781C4";Restaurants;UOFOXO;50;M;33;not_married;R;50;Corporate customer employee/ payroll scheme
59379869;2019-11-03 00:00:00;436.88;5411;SANKT-PETERBU;6 KA7ZXT;ELQ0LU;7 шагов;6 KA7ZXT;Supermarkets;ELQ0LU;50;M;47;married;R;50;Corporate customer employee/ payroll scheme
45090183;2019-10-30 00:00:00;60.0;5814;SANKT-PETERBU;T1D81N;E4YT2G;Vendex;T1D81N;Fast Food;E4YT2G;50;M;23;not_married;R;50;Corporate customer employee/ payroll scheme
13745504;2019-11-15 00:00:00;98.0;5814;MOSKVA;3AH10 D7KLKIADO4O;BXFFOF;Хлеб Насущный;3AH10 D7KLKIADO4O;Fast Food;BXFFOF;50;F;33;married;R;50;Corporate customer employee/ payroll scheme
45913023;2019-11-12 00:00:00;20.0;5814;SANKT-PETERBU;T1D81N;ELSOX8;Vendex;T1D81N;Fast Food;ELSOX8;50;M;34;not_married;R;50;Corporate customer employee/ payroll scheme
55519441;2019-10-19 00:00:00;47.0;5814;SANKT-PETERBU;T1D81N;E4YG8C;Vendex;T1D81N;Fast Food;E4YG8C;50;M;26;not_married;R;50;Corporate customer employee/ payroll scheme
16943881;2019-11-05 00:00:00;22.0;5814;SANKT-PETERBU;T1D81N;EL2PNF;Vendex;T1D81N;Fast Food;EL2PNF;50;M;28;not_married;R;50;Corporate customer employee/ payroll scheme
36498339;2019-10-21 00:00:00;1332.0;5812;NOVOSIBIRSK;KTXO7 3XCW7D4O7;EEZHK0;Своя Компания;KTXO7 3XCW7D4O7;Restaurants;EEZHK0;50;F;30;not_married;R;50;Corporate customer employee/ payroll scheme
9795030;2019-12-12 00:00:00;344.89;5411;SANKT-PETERBU;6 KA7ZXT;EL11X4;7 шагов;6 KA7ZXT;Supermarkets;EL11X4;50;F;44;not_married;R;50;Corporate customer employee/ payroll scheme
42795441;2019-10-18 00:00:00;48.0;5814;MOSKVA;IX9911 WX4DE;ELJQVL;Кофе Поинт;IX9911 WX4DE;Fast Food;ELJQVL;81;F;31;married;R;81;Affluent Banking payroll customer
18258473;2019-12-04 00:00:00;125.0;5814;MOSKVA;IX9911 WX4DE;E4BSKF;Кофе Поинт;IX9911 WX4DE;Fast Food;E4BSKF;50;F;23;not_married;R;50;Corporate customer employee/ payroll scheme
24691428;2019-10-01 00:00:00;310.0;5814;MOSKVA;IX9911 WX4DE;ELT618;Кофе Поинт;IX9911 WX4DE;Fast Food;ELT618;50;F;34;not_married;R;50;Corporate customer employee/ payroll scheme
